sp.ID time endTime t.ID station_european_code PM10 x y 
GB0006R 2005-06-12 2005-06-13 5277 GB0006R 7.417 -7.8989019999999890 54.4394450013083070
GB0617A 2005-06-12 2005-06-13 5277 GB0617A 18.375 0.6344560000000009 51.4552800021513190
IT1672A 2005-06-12 2005-06-13 5277 IT1672A 9 10.4302780000000050 44.2997220012464650
IT1179A 2005-06-12 2005-06-13 5277 IT1179A 14 11.9611110000000040 44.8397220014759630
IT1646A 2005-06-12 2005-06-13 5277 IT1646A 24 9.7138890000000000 45.8519440018339420
IT1121A 2005-06-12 2005-06-13 5277 IT1121A 25 7.5600000000000005 45.1755560016052020
IT1343A 2005-06-12 2005-06-13 5277 IT1343A 25 10.9122220000000030 45.4625020017073920
NL00918 2005-06-12 2005-06-13 5277 NL00918 12.055 5.5738949999999985 52.9180560018124590
NL00818 2005-06-12 2005-06-13 5277 NL00818 17.885 6.0180699999999998 52.6550030018845310
NL00631 2005-06-12 2005-06-13 5277 NL00631 14.963 5.6194470000000027 52.4494440019375720
NL00230 2005-06-12 2005-06-13 5277 NL00230 29.103 5.1489020000000005 51.5194440021397000
NL00444 2005-06-12 2005-06-13 5277 NL00444 18.798 4.5102860000000007 52.2980540019747480
NL00722 2005-06-12 2005-06-13 5277 NL00722 15.901 6.6058390000000013 52.0924990020225850
NL00807 2005-06-12 2005-06-13 5277 NL00807 14.978 6.4036140000000037 52.3891680019525620
NL00235 2005-06-12 2005-06-13 5277 NL00235 19.074 4.3602860000000021 51.4350010021548840
NL00934 2005-06-12 2005-06-13 5277 NL00934 NA 6.2775090000000038 53.3316650016897710
NL00318 2005-06-12 2005-06-13 5277 NL00318 15.893 3.7494580000000002 51.2952770021788210
NL00929 2005-06-12 2005-06-13 5277 NL00929 15.519 6.9333330000000020 52.8766630018241130
NL00131 2005-06-12 2005-06-13 5277 NL00131 17.847 5.8536139999999994 51.5411110021356930
NL00738 2005-06-12 2005-06-13 5277 NL00738 20.49 5.7086189999999997 52.1124990020180480
NL00437 2005-06-12 2005-06-13 5277 NL00437 17.213 4.4508409999999996 51.7874980020879720
NL00538 2005-06-12 2005-06-13 5277 NL00538 13.757 5.0508420000000021 52.8047220018440910
NL00633 2005-06-12 2005-06-13 5277 NL00633 13.826 4.8383360000000035 52.1388890020120640
PL0026A 2005-06-12 2005-06-13 5277 PL0026A 9.5 15.2319600000000100 51.2280600021898070
PL0062A 2005-06-12 2005-06-13 5277 PL0062A 10.542 15.6682549999999970 51.0123130022226830
PL0094A 2005-06-12 2005-06-13 5277 PL0094A 9.091 19.2333340000000030 52.1433330020110400
PL0182A 2005-06-12 2005-06-13 5277 PL0182A 5 14.3821700000000040 53.1222970017532820
PT05012 2005-06-12 2005-06-13 5277 PT05012 25.446 -7.6786220000000087 37.3124999960786990
PT03096 2005-06-12 2005-06-13 5277 PT03096 32.783 -8.2819580000000030 39.2113909978439490
PT02019 2005-06-12 2005-06-13 5277 PT02019 57.292 -8.6708360000000031 40.5894429989728000
PT02020 2005-06-12 2005-06-13 5277 PT02020 32.792 -7.1752860000000007 40.1352809986162600
PT01048 2005-06-12 2005-06-13 5277 PT01048 35 -7.7958450000000035 41.3744429995509580
SE0012R 2005-06-12 2005-06-13 5277 SE0012R 9.828 17.3819579999999940 58.8011089992333990
SE0035R 2005-06-12 2005-06-13 5277 SE0035R 13.333 19.7672269999999980 64.2497179961645630
SI0033A 2005-06-12 2005-06-13 5277 SI0033A 22.887 16.1961100000000010 46.6525000020501470
AT0ENK1 2005-06-13 2005-06-14 5278 AT0ENK1 14 13.6711140000000050 48.3916700023180510
AT30202 2005-06-13 2005-06-14 5278 AT30202 17.1 15.9194479999999960 48.1061100022927660
AT4S108 2005-06-13 2005-06-14 5278 AT4S108 11.6 14.5747279999999930 48.5311130023277780
AT30502 2005-06-13 2005-06-14 5278 AT30502 17.7 15.0466789999999970 48.8786090023445470
AT30603 2005-06-13 2005-06-14 5278 AT30603 17.2 16.4333319999999960 48.0861090022907260
AT0ILL1 2005-06-13 2005-06-14 5278 AT0ILL1 13 16.7664029999999930 47.7700000022536810
AT60182 2005-06-13 2005-06-14 5278 AT60182 17.6 14.2436199999999980 47.5672230022251770
AT60156 2005-06-13 2005-06-14 5278 AT60156 15.3 15.8819579999999920 47.3480530021901700
AT10002 2005-06-13 2005-06-14 5278 AT10002 14.5 16.1930640000000030 47.3041650021826640
AT11002 2005-06-13 2005-06-14 5278 AT11002 14.5 16.1931951495004260 47.3042350123343380
AT0PIL1 2005-06-13 2005-06-14 5278 AT0PIL1 15 15.9422300000000020 48.7211110023382400
AT30102 2005-06-13 2005-06-14 5278 AT30102 18.4 14.5627889999999990 48.2266650023043230
AT30302 2005-06-13 2005-06-14 5278 AT30302 14.4 16.6766740000000060 48.0508310022870120
AT0VOR1 2005-06-13 2005-06-14 5278 AT0VOR1 12 12.9719470000000050 46.6797220020564230
AT0ZOE2 2005-06-13 2005-06-14 5278 AT0ZOE2 13 14.4413949999999930 47.8386120022624790
BELHR01 2005-06-13 2005-06-14 5278 BELHR01 26 4.0160560000000007 50.7270000022606030
BETN016 2005-06-13 2005-06-14 5278 BETN016 18 5.1639780000000011 51.2336530021889090
BETN054 2005-06-13 2005-06-14 5278 BETN054 18 5.1031580000000023 50.7117060022624810
BETN012 2005-06-13 2005-06-14 5278 BETN012 11 3.3625329999999991 51.2545720021855050
BETN029 2005-06-13 2005-06-14 5278 BETN029 9 2.5823220000000040 51.0162780022221510
CH0051A 2005-06-13 2005-06-14 5278 CH0051A 17.8 6.0051889999999961 46.1625520019248300
CH0004R 2005-06-13 2005-06-14 5278 CH0004R 14.3 6.9792029999999992 47.0494690021354880
CH0033A 2005-06-13 2005-06-14 5278 CH0033A 22.5 8.9339420000000000 46.1603700019242280
CH0002R 2005-06-13 2005-06-14 5278 CH0002R 19 6.9444690000000007 46.8130570020863890
CH0005R 2005-06-13 2005-06-14 5278 CH0005R 12.6 8.4633390000000066 47.0674060021389740
CH0024A 2005-06-13 2005-06-14 5278 CH0024A 20 7.1483329999999992 46.1389920019182400
CH0003R 2005-06-13 2005-06-14 5278 CH0003R 13.6 8.9046959999999942 47.4797710022117410
CY0002R 2005-06-13 2005-06-14 5278 CY0002R 17.25 33.0580600000000050 35.0391649937171650
CZ0MBEL 2005-06-13 2005-06-14 5278 CZ0MBEL 23 17.8041689999999950 49.5869450023462760
CZ0MDST 2005-06-13 2005-06-14 5278 CZ0MDST 22 16.9608419999999920 49.9319460023316780
CZ0JDUK 2005-06-13 2005-06-14 5278 CZ0JDUK 31 16.1344549999999960 49.0955540023496650
CZ0LFRU 2005-06-13 2005-06-14 5278 CZ0LFRU 23.667 15.0819579999999980 50.9383350022331310
CZ0MJES 2005-06-13 2005-06-14 5278 CZ0MJES 15.792 17.1911159999999900 50.2425000023100450
CZ0JKOS 2005-06-13 2005-06-14 5278 CZ0JKOS 17.917 15.0802890000000000 49.5727770023466830
CZ0JKRI 2005-06-13 2005-06-14 5278 CZ0JKRI 32 16.0986249999999980 49.3836140023501710
CZ0UKRU 2005-06-13 2005-06-14 5278 CZ0UKRU 19.083 13.8489030000000040 50.6963880022642780
CZ0BKUC 2005-06-13 2005-06-14 5278 CZ0BKUC 18 16.0858589999999990 48.8811110023445960
CZ0ULOM 2005-06-13 2005-06-14 5278 CZ0ULOM 35.833 13.6730610000000040 50.5855560022769880
CZ0UMED 2005-06-13 2005-06-14 5278 CZ0UMED 24.625 13.1319580000000030 50.4280590022933380
CZ0BMIS 2005-06-13 2005-06-14 5278 CZ0BMIS 21.333 16.7250079999999990 48.7922210023413500
CZ0TNUJ 2005-06-13 2005-06-14 5278 CZ0TNUJ NA 18.7438980000000050 49.5941660023460570
CZ0KPRB 2005-06-13 2005-06-14 5278 CZ0KPRB 24.958 12.6180700000000030 50.3727760022986150
CZ0LRAD 2005-06-13 2005-06-14 5278 CZ0LRAD 23 15.0844549999999950 50.6247220022726050
CZ0USNZ 2005-06-13 2005-06-14 5278 CZ0USNZ 21.958 14.0863909999999990 50.7883340022530160
CZ0LSOU 2005-06-13 2005-06-14 5278 CZ0LSOU 10.917 15.3219470000000030 50.7894440022528500
CZ0TSTD 2005-06-13 2005-06-14 5278 CZ0TSTD 20.875 18.0913940000000050 49.7216680023417370
CZ0ESVR 2005-06-13 2005-06-14 5278 CZ0ESVR 10.125 16.0361140000000010 49.7352790023412150
CZ0UTUS 2005-06-13 2005-06-14 5278 CZ0UTUS 33.667 13.3338940000000060 50.3797190022979750
CZ0EUOR 2005-06-13 2005-06-14 5278 CZ0EUOR 29 16.4222280000000080 49.9802780023288310
CZ0UVAL 2005-06-13 2005-06-14 5278 CZ0UVAL 14.667 14.5161250000000020 50.9730570022282730
CZ0TVER 2005-06-13 2005-06-14 5278 CZ0TVER 24.917 18.4244500000000000 49.9250030023320550
DESH001 2005-06-13 2005-06-14 5278 DESH001 11.917 9.5859110000000065 53.6705710015810030
DENI063 2005-06-13 2005-06-14 5278 DENI063 9.917 9.6850299999999958 53.5241800016289060
DEBY109 2005-06-13 2005-06-14 5278 DEBY109 10.292 11.2201720000000050 47.9687540022780250
DEBE056 2005-06-13 2005-06-14 5278 DEBE056 12.458 13.6470129999999920 52.4477500019380050
DEBE032 2005-06-13 2005-06-14 5278 DEBE032 11.75 13.2258560000000060 52.4730910019316070
DEHE046 2005-06-13 2005-06-14 5278 DEHE046 9.542 8.9281710000000061 51.4308970021556180
DESL019 2005-06-13 2005-06-14 5278 DESL019 13.783 6.5520359999999984 49.4168850023497800
DENW081 2005-06-13 2005-06-14 5278 DENW081 13.042 6.8745529999999997 51.8620000020726050
DESH008.1 2005-06-13 2005-06-14 5278 DESH008 7 10.2406229999999920 54.0932330014354080
DESN049 2005-06-13 2005-06-14 5278 DESN049 17 12.6111249999999940 50.4313220022930370
DESN076.1 2005-06-13 2005-06-14 5278 DESN076 14 13.0094049999999990 51.3037720021774110
DETH026 2005-06-13 2005-06-14 5278 DETH026 18.667 10.3752989999999980 50.5617520022795620
DEBW004 2005-06-13 2005-06-14 5278 DEBW004 20.875 8.4038380000000021 49.0824280023494590
DEBW004.1 2005-06-13 2005-06-14 5278 DEBW004 23 8.4039164428761612 49.0824985196908370
DENI059 2005-06-13 2005-06-14 5278 DENI059 10 8.8012200000000060 53.8301700015273430
DEHE028 2005-06-13 2005-06-14 5278 DEHE028 15.333 8.8172500000000031 49.6534650023442200
DEMV017 2005-06-13 2005-06-14 5278 DEMV017 10.208 11.3629649999999960 53.3023520016988430
DEMV004 2005-06-13 2005-06-14 5278 DEMV004 9.792 12.0647079999999980 53.8177750015315510
DEBB053 2005-06-13 2005-06-14 5278 DEBB053 14.125 14.0152530000000010 52.5638350019084300
DENW063 2005-06-13 2005-06-14 5278 DENW063 NA 8.9505970000000072 51.8309520020790590
DETH061 2005-06-13 2005-06-14 5278 DETH061 17.958 11.6612329999999980 50.7916160022525670
DERP014 2005-06-13 2005-06-14 5278 DERP014 10.667 7.1934860000000000 49.7410350023409930
DENI031 2005-06-13 2005-06-14 5278 DENI031 9.333 8.0905900000000042 53.5961700016055150
DEMV012 2005-06-13 2005-06-14 5278 DEMV012 12.375 14.2574069999999970 53.5204560016301020
DEBB065 2005-06-13 2005-06-14 5278 DEBB065 NA 12.5613889999999970 52.1942250019993000
DEBY013 2005-06-13 2005-06-14 5278 DEBY013 14.75 12.7813850000000040 48.1828350023002730
DEBY047 2005-06-13 2005-06-14 5278 DEBY047 18.583 11.7216049999999970 50.3232420023031180
DENW065 2005-06-13 2005-06-14 5278 DENW065 10.5 8.1919339999999981 50.9303280022342410
DEUB030 2005-06-13 2005-06-14 5278 DEUB030 9.792 13.0316609999999980 53.1413040017476420
DEUB030.1 2005-06-13 2005-06-14 5278 DEUB030 7 13.0317923680784200 53.1413486474054860
DETH027 2005-06-13 2005-06-14 5278 DETH027 13.542 11.1345909999999990 50.4999550022861500
DEBY049 2005-06-13 2005-06-14 5278 DEBY049 19.292 11.7778169999999970 48.8532110023436560
DEBW103 2005-06-13 2005-06-14 5278 DEBW103 15.625 8.7538340000000048 49.4648130023490470
DEBW103.1 2005-06-13 2005-06-14 5278 DEBW103 12 8.7539560666284881 49.4648933203486220
DENI058 2005-06-13 2005-06-14 5278 DENI058 10.833 7.2139800000000029 53.7153000015661350
DERP017 2005-06-13 2005-06-14 5278 DERP017 12.417 7.8265209999999996 49.2702630023508380
DESN051.1 2005-06-13 2005-06-14 5278 DESN051 15 13.6750050000000060 51.1195110022068210
DEHE043 2005-06-13 2005-06-14 5278 DEHE043 23 8.5167969999999968 49.8251610023372680
DEUB004 2005-06-13 2005-06-14 5278 DEUB004 19.875 7.9080360000000036 47.9132580022715970
DEUB004.1 2005-06-13 2005-06-14 5278 DEUB004 22 7.9081153736684522 47.9133422037547520
DEUB029 2005-06-13 2005-06-14 5278 DEUB029 15.375 10.7695330000000010 50.6540660022692530
DEUB029.1 2005-06-13 2005-06-14 5278 DEUB029 11 10.7696745005308760 50.6541543627288890
DESN074.1 2005-06-13 2005-06-14 5278 DESN074 14 13.4650770000000040 50.6590970022686800
DEBW031 2005-06-13 2005-06-14 5278 DEBW031 16.083 7.7643499999999985 47.8084690022586540
DEBW031.1 2005-06-13 2005-06-14 5278 DEBW031 12 7.7644810689407517 47.8085172754588610
DEBW087 2005-06-13 2005-06-14 5278 DEBW087 17.625 9.2077469999999995 48.3454020023144370
DEBW087.1 2005-06-13 2005-06-14 5278 DEBW087 16 9.2078332777978300 48.3454842027857620
DENW064 2005-06-13 2005-06-14 5278 DENW064 14.13 6.2810700000000015 50.6532360022693600
DENW068 2005-06-13 2005-06-14 5278 DENW068 15.391 8.1480609999999984 51.5706600021302040
DENI019 2005-06-13 2005-06-14 5278 DENI019 13.783 9.5777140000000003 51.7597500020935190
DEBB066 2005-06-13 2005-06-14 5278 DEBB066 17.792 14.0570640000000040 51.8975980020651520
DEBY072 2005-06-13 2005-06-14 5278 DEBY072 17.917 12.5488699999999990 49.4384650023494670
DEST098 2005-06-13 2005-06-14 5278 DEST098 15.458 11.0433829999999970 51.6624520021127440
DEUB005 2005-06-13 2005-06-14 5278 DEUB005 10.864 10.7567329999999950 52.8007700018451870
DEUB005.1 2005-06-13 2005-06-14 5278 DEUB005 6 10.7568529225801230 52.8008507098599080
DEHE051 2005-06-13 2005-06-14 5278 DEHE051 12.583 9.9358619999999984 50.4977110022863800
DEBW030 2005-06-13 2005-06-14 5278 DEBW030 11.714 9.5730159999999991 48.8844870023447130
DEBW030.1 2005-06-13 2005-06-14 5278 DEBW030 13 9.5730949828509910 48.8845377239942490
DENI060 2005-06-13 2005-06-14 5278 DENI060 11.958 11.1670500000000030 52.9570200018014110
DERP015 2005-06-13 2005-06-14 5278 DERP015 9 6.3806220000000016 50.2663190023080800
DEUB001 2005-06-13 2005-06-14 5278 DEUB001 7.458 8.3082080000000094 54.9249690011186400
DEUB001.1 2005-06-13 2005-06-14 5278 DEUB001 7 8.3083051706363769 54.9250363042573970
DERP016 2005-06-13 2005-06-14 5278 DERP016 11.75 7.9727170000000029 50.7667500022557120
DERP028 2005-06-13 2005-06-14 5278 DERP028 11.375 7.7324560000000035 50.4245680022937040
DERP013 2005-06-13 2005-06-14 5278 DERP013 13.792 7.2935220000000029 49.4231380023496880
DEHE024 2005-06-13 2005-06-14 5278 DEHE024 12.417 9.7745890000000042 51.2917570021793740
DENI051 2005-06-13 2005-06-14 5278 DENI051 13.458 10.6124800000000070 51.7581600020938520
DEST089 2005-06-13 2005-06-14 5278 DEST089 13.55 11.1723500000000000 52.5931690019008190
DEUB028 2005-06-13 2005-06-14 5278 DEUB028 7.333 12.7219379999999940 54.4369850013092250
DEUB028.1 2005-06-13 2005-06-14 5278 DEUB028 7 12.7220496166098640 54.4370684133207450
DK0041A 2005-06-13 2005-06-14 5278 DK0041A 15.7 12.1186110000000000 55.6944470007928980
ES0007R 2005-06-13 2005-06-14 5278 ES0007R 22 -3.5341670000000041 37.2372219960043720
ES0008R 2005-06-13 2005-06-14 5278 ES0008R 20 -4.8500000000000041 43.4391670008259110
ES0009R 2005-06-13 2005-06-14 5278 ES0009R 17 -3.1425000000000032 41.2741669994798390
ES0010R 2005-06-13 2005-06-14 5278 ES0010R 18 3.3158330000000000 42.3191670001797680
ES0011R 2005-06-13 2005-06-14 5278 ES0011R 23 -6.9236110000000028 38.4733329971844780
ES0012R 2005-06-13 2005-06-14 5278 ES0012R 25 -1.1000000000000016 39.0833329977321570
ES0013R 2005-06-13 2005-06-14 5278 ES0013R 18 -5.8974999999999991 41.2388889994546370
ES0014R 2005-06-13 2005-06-14 5278 ES0014R 17 0.7347219999999969 41.3938889995646660
ES0015R 2005-06-13 2005-06-14 5278 ES0015R 19 -4.3530580000000016 39.5211109981096630
ES0016R 2005-06-13 2005-06-14 5278 ES0016R 17 -7.7047219999999959 42.6347220003729250
ES1488A 2005-06-13 2005-06-14 5278 ES1488A 18.143 -2.5013890000000027 42.6533330003840590
ES1489A 2005-06-13 2005-06-14 5278 ES1489A 20 -3.2313890000000018 42.8752780005143560
ES1491A 2005-06-13 2005-06-14 5278 ES1491A 19.174 -2.7038889999999998 43.4061110008084300
ES1599A 2005-06-13 2005-06-14 5278 ES1599A 19.478 -2.1550000000000029 43.2505560007248350
ES1614A 2005-06-13 2005-06-14 5278 ES1614A 46.963 -4.2041690000000003 40.3791659988096750
ES1616A 2005-06-13 2005-06-14 5278 ES1616A 15.23 -5.9397220000000068 39.8491669983837080
ES1654A 2005-06-13 2005-06-14 5278 ES1654A 28.125 -5.6663889999999997 37.9966669967400820
ES1660A 2005-06-13 2005-06-14 5278 ES1660A 35.5 -1.5855559999999991 42.2083330001099240
ES1661A 2005-06-13 2005-06-14 5278 ES1661A 30.522 -1.6269440000000031 42.0747220000242950
ES1662A 2005-06-13 2005-06-14 5278 ES1662A 30.429 -1.8083330000000040 42.3083340001730120
ES1716A 2005-06-13 2005-06-14 5278 ES1716A 28.5 -6.4400060000000048 37.2849999960515820
FI00351 2005-06-13 2005-06-14 5278 FI00351 17.308 27.6713909999999750 60.5261119982636660
FR18039 2005-06-13 2005-06-14 5278 FR18039 9 1.6116670000000044 50.1294440023188630
FR18034 2005-06-13 2005-06-14 5278 FR18034 12 2.3397280000000036 49.7266650023415830
FR33120 2005-06-13 2005-06-14 5278 FR33120 16 6.8700000000000001 45.9225000018553900
FR01004 2005-06-13 2005-06-14 5278 FR01004 20 6.2716640000000003 49.3324720023506060
FR20045 2005-06-13 2005-06-14 5278 FR20045 22 4.9805449999999984 45.7318080017964020
FR10014 2005-06-13 2005-06-14 5278 FR10014 12 2.1430640000000039 50.9816670022270770
FR21019 2005-06-13 2005-06-14 5278 FR21019 10 -0.3527780000000007 49.1516670023503220
FR30033 2005-06-13 2005-06-14 5278 FR30033 17 5.7855560000000015 49.0658060023491980
FR02005 2005-06-13 2005-06-14 5278 FR02005 22 5.0644439999999964 43.4050000008078460
FR18019 2005-06-13 2005-06-14 5278 FR18019 17 2.4827780000000033 49.2763890023508110
FR34043 2005-06-13 2005-06-14 5278 FR34043 19 1.9559529999999985 48.3904440023179490
FR25045 2005-06-13 2005-06-14 5278 FR25045 8 0.9571779999999983 49.9163610023325360
FR35006 2005-06-13 2005-06-14 5278 FR35006 NA 1.7600000000000002 45.2600000016360510
FR04328 2005-06-13 2005-06-14 5278 FR04328 13 2.6466670000000021 48.3544440023151840
GB0036R 2005-06-13 2005-06-14 5278 GB0036R 16.667 -1.3266750000000029 51.5711100021301260
GB0006R 2005-06-13 2005-06-14 5278 GB0006R 13.917 -7.8989019999999890 54.4394450013083070
GB0617A 2005-06-13 2005-06-14 5278 GB0617A 16.417 0.6344560000000009 51.4552800021513190
IT1672A 2005-06-13 2005-06-14 5278 IT1672A 14 10.4302780000000050 44.2997220012464650
IT1179A 2005-06-13 2005-06-14 5278 IT1179A 21 11.9611110000000040 44.8397220014759630
IT1646A 2005-06-13 2005-06-14 5278 IT1646A 33 9.7138890000000000 45.8519440018339420
IT1121A 2005-06-13 2005-06-14 5278 IT1121A 22 7.5600000000000005 45.1755560016052020
IT1343A 2005-06-13 2005-06-14 5278 IT1343A 35 10.9122220000000030 45.4625020017073920
NL00918 2005-06-13 2005-06-14 5278 NL00918 NA 5.5738949999999985 52.9180560018124590
NL00818 2005-06-13 2005-06-14 5278 NL00818 21.657 6.0180699999999998 52.6550030018845310
NL00631 2005-06-13 2005-06-14 5278 NL00631 10.877 5.6194470000000027 52.4494440019375720
NL00230 2005-06-13 2005-06-14 5278 NL00230 25.365 5.1489020000000005 51.5194440021397000
NL00444 2005-06-13 2005-06-14 5278 NL00444 15.312 4.5102860000000007 52.2980540019747480
NL00722 2005-06-13 2005-06-14 5278 NL00722 23.385 6.6058390000000013 52.0924990020225850
NL00807 2005-06-13 2005-06-14 5278 NL00807 11.81 6.4036140000000037 52.3891680019525620
NL00235 2005-06-13 2005-06-14 5278 NL00235 14.114 4.3602860000000021 51.4350010021548840
NL00934 2005-06-13 2005-06-14 5278 NL00934 NA 6.2775090000000038 53.3316650016897710
NL00318 2005-06-13 2005-06-14 5278 NL00318 9.617 3.7494580000000002 51.2952770021788210
NL00929 2005-06-13 2005-06-14 5278 NL00929 NA 6.9333330000000020 52.8766630018241130
NL00131 2005-06-13 2005-06-14 5278 NL00131 17.62 5.8536139999999994 51.5411110021356930
NL00738 2005-06-13 2005-06-14 5278 NL00738 11.908 5.7086189999999997 52.1124990020180480
NL00437 2005-06-13 2005-06-14 5278 NL00437 10.382 4.4508409999999996 51.7874980020879720
NL00538 2005-06-13 2005-06-14 5278 NL00538 11.084 5.0508420000000021 52.8047220018440910
NL00633 2005-06-13 2005-06-14 5278 NL00633 NA 4.8383360000000035 52.1388890020120640
PL0026A 2005-06-13 2005-06-14 5278 PL0026A 12.542 15.2319600000000100 51.2280600021898070
PL0062A 2005-06-13 2005-06-14 5278 PL0062A 12.364 15.6682549999999970 51.0123130022226830
PL0094A 2005-06-13 2005-06-14 5278 PL0094A 15.304 19.2333340000000030 52.1433330020110400
PL0182A 2005-06-13 2005-06-14 5278 PL0182A 10 14.3821700000000040 53.1222970017532820
PT05012 2005-06-13 2005-06-14 5278 PT05012 24.692 -7.6786220000000087 37.3124999960786990
PT03096 2005-06-13 2005-06-14 5278 PT03096 33.296 -8.2819580000000030 39.2113909978439490
PT02019 2005-06-13 2005-06-14 5278 PT02019 56.583 -8.6708360000000031 40.5894429989728000
PT02020 2005-06-13 2005-06-14 5278 PT02020 30.208 -7.1752860000000007 40.1352809986162600
PT01048 2005-06-13 2005-06-14 5278 PT01048 27.125 -7.7958450000000035 41.3744429995509580
SE0012R 2005-06-13 2005-06-14 5278 SE0012R 7.956 17.3819579999999940 58.8011089992333990
SE0035R 2005-06-13 2005-06-14 5278 SE0035R 10.417 19.7672269999999980 64.2497179961645630
SI0033A 2005-06-13 2005-06-14 5278 SI0033A 25.348 16.1961100000000010 46.6525000020501470
AT0ENK1 2005-06-14 2005-06-15 5279 AT0ENK1 13 13.6711140000000050 48.3916700023180510
AT30202 2005-06-14 2005-06-15 5279 AT30202 19.6 15.9194479999999960 48.1061100022927660
AT4S108 2005-06-14 2005-06-15 5279 AT4S108 7 14.5747279999999930 48.5311130023277780
AT30502 2005-06-14 2005-06-15 5279 AT30502 16.9 15.0466789999999970 48.8786090023445470
AT30603 2005-06-14 2005-06-15 5279 AT30603 25.3 16.4333319999999960 48.0861090022907260
AT0ILL1 2005-06-14 2005-06-15 5279 AT0ILL1 19 16.7664029999999930 47.7700000022536810
AT60182 2005-06-14 2005-06-15 5279 AT60182 19.3 14.2436199999999980 47.5672230022251770
AT60156 2005-06-14 2005-06-15 5279 AT60156 17.7 15.8819579999999920 47.3480530021901700
AT10002 2005-06-14 2005-06-15 5279 AT10002 16.2 16.1930640000000030 47.3041650021826640
AT11002 2005-06-14 2005-06-15 5279 AT11002 16.2 16.1931951495004260 47.3042350123343380
AT0PIL1 2005-06-14 2005-06-15 5279 AT0PIL1 19 15.9422300000000020 48.7211110023382400
AT30102 2005-06-14 2005-06-15 5279 AT30102 18.6 14.5627889999999990 48.2266650023043230
AT30302 2005-06-14 2005-06-15 5279 AT30302 20.2 16.6766740000000060 48.0508310022870120
AT0VOR1 2005-06-14 2005-06-15 5279 AT0VOR1 13 12.9719470000000050 46.6797220020564230
AT0ZOE2 2005-06-14 2005-06-15 5279 AT0ZOE2 8 14.4413949999999930 47.8386120022624790
BELHR01 2005-06-14 2005-06-15 5279 BELHR01 36 4.0160560000000007 50.7270000022606030
BETN016 2005-06-14 2005-06-15 5279 BETN016 23 5.1639780000000011 51.2336530021889090
BETN054 2005-06-14 2005-06-15 5279 BETN054 22 5.1031580000000023 50.7117060022624810
BETN012 2005-06-14 2005-06-15 5279 BETN012 20 3.3625329999999991 51.2545720021855050
BETN029 2005-06-14 2005-06-15 5279 BETN029 14 2.5823220000000040 51.0162780022221510
CH0051A 2005-06-14 2005-06-15 5279 CH0051A 11.2 6.0051889999999961 46.1625520019248300
CH0004R 2005-06-14 2005-06-15 5279 CH0004R 6.7 6.9792029999999992 47.0494690021354880
CH0033A 2005-06-14 2005-06-15 5279 CH0033A 11.4 8.9339420000000000 46.1603700019242280
CH0002R 2005-06-14 2005-06-15 5279 CH0002R NA 6.9444690000000007 46.8130570020863890
CH0005R 2005-06-14 2005-06-15 5279 CH0005R 6.5 8.4633390000000066 47.0674060021389740
CH0024A 2005-06-14 2005-06-15 5279 CH0024A 12.8 7.1483329999999992 46.1389920019182400
CH0003R 2005-06-14 2005-06-15 5279 CH0003R 8.5 8.9046959999999942 47.4797710022117410
CY0002R 2005-06-14 2005-06-15 5279 CY0002R 22.692 33.0580600000000050 35.0391649937171650
CZ0MBEL 2005-06-14 2005-06-15 5279 CZ0MBEL 29 17.8041689999999950 49.5869450023462760
CZ0MDST 2005-06-14 2005-06-15 5279 CZ0MDST 26 16.9608419999999920 49.9319460023316780
CZ0JDUK 2005-06-14 2005-06-15 5279 CZ0JDUK 32 16.1344549999999960 49.0955540023496650
CZ0LFRU 2005-06-14 2005-06-15 5279 CZ0LFRU 6.208 15.0819579999999980 50.9383350022331310
CZ0MJES 2005-06-14 2005-06-15 5279 CZ0MJES 20.042 17.1911159999999900 50.2425000023100450
CZ0JKOS 2005-06-14 2005-06-15 5279 CZ0JKOS 20.75 15.0802890000000000 49.5727770023466830
CZ0JKRI 2005-06-14 2005-06-15 5279 CZ0JKRI 29 16.0986249999999980 49.3836140023501710
CZ0UKRU 2005-06-14 2005-06-15 5279 CZ0UKRU 18.333 13.8489030000000040 50.6963880022642780
CZ0BKUC 2005-06-14 2005-06-15 5279 CZ0BKUC 33 16.0858589999999990 48.8811110023445960
CZ0ULOM 2005-06-14 2005-06-15 5279 CZ0ULOM 40 13.6730610000000040 50.5855560022769880
CZ0UMED 2005-06-14 2005-06-15 5279 CZ0UMED 18.167 13.1319580000000030 50.4280590022933380
CZ0BMIS 2005-06-14 2005-06-15 5279 CZ0BMIS 21.875 16.7250079999999990 48.7922210023413500
CZ0TNUJ 2005-06-14 2005-06-15 5279 CZ0TNUJ 35 18.7438980000000050 49.5941660023460570
CZ0KPRB 2005-06-14 2005-06-15 5279 CZ0KPRB 7.667 12.6180700000000030 50.3727760022986150
CZ0LRAD 2005-06-14 2005-06-15 5279 CZ0LRAD 19 15.0844549999999950 50.6247220022726050
CZ0USNZ 2005-06-14 2005-06-15 5279 CZ0USNZ 20.458 14.0863909999999990 50.7883340022530160
CZ0LSOU 2005-06-14 2005-06-15 5279 CZ0LSOU 12.958 15.3219470000000030 50.7894440022528500
CZ0TSTD 2005-06-14 2005-06-15 5279 CZ0TSTD NA 18.0913940000000050 49.7216680023417370
